SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
CREST,EQ,18-Apr-2023,161.45,159.05,163.95,159.0,159.0,160.4,161.24,6104,9.84,497,2792,45.74
CRISIL,EQ,18-Apr-2023,3524.55,3530.9,3581.1,3350.0,3370.05,3390.45,3441.54,106537,3666.52,17354,26347,24.73
CROMPTON,EQ,18-Apr-2023,291.4,292.2,296.5,287.5,294.5,294.9,290.47,4810969,13974.44,42556,3772499,78.41
CROWN,EQ,18-Apr-2023,39.65,38.1,41.45,38.1,40.0,39.9,39.95,16493,6.59,72,15904,96.43
CSBBANK,EQ,18-Apr-2023,285.6,284.95,290.4,281.6,287.1,289.0,287.45,934512,2686.23,19031,344479,36.86
CSLFINANCE,EQ,18-Apr-2023,205.2,205.55,207.15,203.0,206.0,205.85,205.89,5218,10.74,225,4511,86.45
CTE,EQ,18-Apr-2023,50.5,51.25,51.7,50.15,50.9,50.85,50.73,6389,3.24,127,3991,62.47
CUB,EQ,18-Apr-2023,129.95,130.75,131.45,128.8,130.05,129.95,130.23,4077822,5310.68,40613,1405773,34.47
CUBEXTUB,EQ,18-Apr-2023,40.1,42.5,47.0,42.5,45.45,44.95,45.06,504684,227.42,3917,184854,36.63
CUMMINSIND,EQ,18-Apr-2023,1498.65,1501.0,1506.45,1481.0,1493.0,1490.0,1487.76,1235433,18380.24,31212,920379,74.50
CUPID,EQ,18-Apr-2023,270.5,270.5,273.15,262.2,264.85,262.95,266.34,31680,84.38,1006,22468,70.92
CYBERMEDIA,EQ,18-Apr-2023,16.2,16.2,16.2,15.6,15.7,15.85,15.83,8785,1.39,75,5234,59.58
CYBERTECH,EQ,18-Apr-2023,117.95,118.9,121.8,118.9,120.8,120.65,120.55,40030,48.26,1127,19785,49.43
CYIENT,EQ,18-Apr-2023,1080.15,1080.15,1120.0,1079.0,1108.0,1108.65,1104.48,593983,6560.43,30131,325639,54.82
DAAWAT,EQ,18-Apr-2023,97.7,98.25,99.15,97.6,98.8,98.55,98.35,289265,284.48,5326,141266,48.84
DABUR,EQ,18-Apr-2023,524.1,524.65,524.85,519.25,520.9,520.9,521.75,2893384,15096.29,34595,1761838,60.89
DALBHARAT,EQ,18-Apr-2023,2035.2,2038.9,2060.0,2021.0,2034.0,2034.95,2043.89,348057,7113.9,31011,187327,53.82
DALMIASUG,EQ,18-Apr-2023,363.25,365.0,368.35,360.0,362.5,361.95,363.97,88673,322.75,3019,44757,50.47
DAMODARIND,EQ,18-Apr-2023,41.45,42.9,42.9,41.55,41.55,41.75,41.86,3700,1.55,109,2133,57.65
DANGEE,EQ,18-Apr-2023,14.65,14.75,15.45,14.55,14.75,14.8,15.18,825666,125.32,691,547095,66.26
DATAMATICS,EQ,18-Apr-2023,294.35,296.75,298.0,293.85,297.0,296.75,295.83,40410,119.54,2205,20495,50.72
DATAPATTNS,EQ,18-Apr-2023,1666.9,1666.0,1666.9,1575.0,1595.95,1591.25,1614.87,233001,3762.65,19084,71130,30.53
DBCORP,EQ,18-Apr-2023,109.25,107.7,109.7,107.1,107.8,107.55,108.45,87718,95.13,1434,49598,56.54
DBL,EQ,18-Apr-2023,178.75,178.9,180.95,178.0,179.85,179.85,179.9,390670,702.8,6757,205465,52.59
DBOL,EQ,18-Apr-2023,153.2,151.75,154.05,149.1,150.25,150.05,151.48,53276,80.7,930,38356,71.99
DBREALTY,EQ,18-Apr-2023,90.6,91.45,93.85,85.8,87.4,88.2,89.37,847186,757.12,8014,355112,41.92
DBSTOCKBRO,EQ,18-Apr-2023,23.6,23.65,24.25,23.1,23.15,23.25,23.44,3248,0.76,54,2232,68.72
DCAL,EQ,18-Apr-2023,132.75,132.8,136.7,129.55,134.45,134.4,133.76,668528,894.22,8765,207224,31.00
DCBBANK,EQ,18-Apr-2023,102.4,102.0,104.25,101.55,103.15,103.1,102.89,1363974,1403.33,7644,592292,43.42
DCI,EQ,18-Apr-2023,123.65,120.0,129.95,117.4,122.3,123.0,122.55,5148,6.31,265,3651,70.92
DCM,EQ,18-Apr-2023,71.05,70.9,71.9,67.0,68.2,68.05,68.2,215566,147.01,2225,138599,64.30
DCMFINSERV,EQ,18-Apr-2023,5.8,6.3,6.35,6.0,6.35,6.35,6.29,53223,3.35,141,46337,87.06
DCMNVL,EQ,18-Apr-2023,159.25,162.0,162.95,156.15,156.15,157.0,158.62,17097,27.12,502,12544,73.37
DCMSHRIRAM,EQ,18-Apr-2023,840.5,833.05,844.9,833.05,843.0,843.15,841.98,30235,254.57,934,27350,90.46
DCMSRIND,EQ,18-Apr-2023,68.95,68.2,69.55,68.0,68.35,68.3,68.66,91690,62.95,1060,55628,60.67
DCW,EQ,18-Apr-2023,45.7,45.8,46.5,44.0,45.65,45.6,45.49,1105129,502.67,4627,437225,39.56
DCXINDIA,EQ,18-Apr-2023,179.7,180.4,184.0,175.5,178.85,178.0,180.63,266354,481.12,7662,106584,40.02
DECCANCE,EQ,18-Apr-2023,450.2,445.3,459.7,445.0,455.0,455.75,455.45,2774,12.63,430,1646,59.34
DEEPAKFERT,EQ,18-Apr-2023,636.75,638.9,639.8,605.5,610.0,610.75,616.6,589751,3636.39,19499,247628,41.99
DEEPAKNTR,EQ,18-Apr-2023,1853.0,1865.75,1877.0,1855.8,1868.0,1868.75,1867.11,254568,4753.05,15037,58850,23.12
DEEPENR,EQ,18-Apr-2023,108.7,108.0,114.1,108.0,114.05,113.95,113.01,52950,59.84,394,39352,74.32
DEEPINDS,EQ,18-Apr-2023,149.95,152.9,154.4,147.8,150.0,149.25,150.76,187436,282.57,3540,101144,53.96
DELHIVERY,EQ,18-Apr-2023,323.2,323.25,333.4,323.25,328.2,330.15,328.26,1101383,3615.41,21376,786620,71.42
DELPHIFX,EQ,18-Apr-2023,321.65,337.0,337.7,323.1,332.0,328.15,330.83,3684,12.19,347,1980,53.75
DELTACORP,EQ,18-Apr-2023,191.35,191.8,193.7,191.55,193.05,193.3,192.72,1902576,3666.7,9997,616771,32.42
DELTAMAGNT,EQ,18-Apr-2023,75.0,76.0,80.0,75.2,77.8,77.15,77.29,24086,18.62,620,16616,68.99
DEN,EQ,18-Apr-2023,29.65,29.5,29.65,28.85,29.4,29.25,29.26,504989,147.74,2434,291873,57.80
DENORA,EQ,18-Apr-2023,1080.15,1089.85,1108.0,1045.0,1055.0,1061.65,1080.07,57471,620.73,5526,19411,33.78
DEVIT,EQ,18-Apr-2023,97.25,98.55,100.3,97.0,97.0,98.0,98.15,7290,7.16,198,4225,57.96
DEVYANI,EQ,18-Apr-2023,159.65,160.0,162.15,158.6,161.2,161.05,160.9,2124826,3418.82,23416,1259028,59.25
DGCONTENT,EQ,18-Apr-2023,14.35,14.35,14.8,14.2,14.45,14.45,14.58,3692,0.54,61,3065,83.02
DHAMPURSUG,EQ,18-Apr-2023,248.9,244.0,245.8,240.5,241.0,241.05,243.07,428592,1041.8,9191,157834,36.83
DHANBANK,EQ,18-Apr-2023,16.65,16.75,16.8,16.2,16.4,16.3,16.47,2637786,434.5,4803,946136,35.87
DHANI,EQ,18-Apr-2023,36.55,37.25,39.65,36.55,37.7,37.7,38.32,5746060,2201.96,17715,1537226,26.75
DHANILOANS,N7,18-Apr-2023,994.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,160,1.63,1,160,100.00
DHANILOANS,N8,18-Apr-2023,1475.86,1485.0,1485.0,1485.0,1485.0,1485.0,1485.0,100,1.49,2,100,100.00
DHANILOANS,NF,18-Apr-2023,996.0,999.0,999.0,999.0,999.0,999.0,999.0,1,0.01,1,1,100.00
DHANILOANS,NW,18-Apr-2023,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,10,0.1,1,10,100.00
DHANUKA,EQ,18-Apr-2023,645.6,645.6,649.95,641.55,648.8,648.85,646.26,8323,53.79,1236,4672,56.13
DHARMAJ,EQ,18-Apr-2023,167.95,168.0,171.95,167.25,168.0,168.2,169.37,77297,130.92,2222,28577,36.97
DHARSUGAR,BZ,18-Apr-2023,9.15,9.15,9.15,9.0,9.15,9.15,9.11,1613,0.15,25,-,-
DHRUV,EQ,18-Apr-2023,52.25,53.0,55.45,51.65,51.75,52.45,53.96,152410,82.25,1729,29903,19.62
DHUNINV,EQ,18-Apr-2023,622.55,634.7,634.7,621.0,621.5,622.05,626.96,943,5.91,102,734,77.84
DIAMONDYD,EQ,18-Apr-2023,722.65,726.15,727.9,703.15,705.1,706.5,712.55,6487,46.22,991,3656,56.36
DICIND,EQ,18-Apr-2023,403.2,400.2,409.0,398.05,408.8,405.2,404.71,3074,12.44,322,2173,70.69
DIGISPICE,EQ,18-Apr-2023,19.85,20.2,20.35,19.8,20.05,19.85,19.98,100930,20.17,310,44532,44.12
DIGJAMLMTD,BE,18-Apr-2023,90.75,91.0,91.0,88.5,91.0,91.0,89.94,255,0.23,19,-,-
DIL,EQ,18-Apr-2023,18.05,18.55,18.9,18.15,18.2,18.5,18.64,364098,67.86,735,214520,58.92
DISHTV,EQ,18-Apr-2023,13.45,13.55,13.55,13.3,13.4,13.4,13.4,3062275,410.31,2162,1726607,56.38
DIVGIITTS,EQ,18-Apr-2023,663.95,659.1,669.6,651.0,655.65,656.95,660.44,70609,466.33,4029,40586,57.48
DIVISLAB,EQ,18-Apr-2023,3162.65,3174.0,3282.65,3153.05,3260.0,3270.6,3241.92,823827,26707.83,51746,179340,21.77
DIVOPPBEES,EQ,18-Apr-2023,48.72,50.2,50.2,48.26,48.6,48.63,48.75,9207,4.49,390,5929,64.40
DIXON,EQ,18-Apr-2023,2957.85,2965.95,3050.0,2944.25,2976.1,2976.9,2994.16,296250,8870.2,27252,70784,23.89
DJML,EQ,18-Apr-2023,146.1,143.2,146.4,143.1,145.35,143.4,144.3,2563,3.7,68,1995,77.84
DLF,EQ,18-Apr-2023,415.35,416.7,427.0,415.8,422.0,423.85,423.13,9367931,39638.37,83421,3285371,35.07
DLINKINDIA,EQ,18-Apr-2023,246.5,246.5,247.1,240.3,242.9,241.4,242.99,164872,400.63,4910,79184,48.03
DMART,EQ,18-Apr-2023,3497.1,3501.95,3565.0,3461.0,3501.0,3506.8,3504.16,304634,10674.87,38861,110606,36.31
DMCC,EQ,18-Apr-2023,262.7,251.6,267.0,251.6,257.9,258.5,261.86,9815,25.7,638,4485,45.70
DNAMEDIA,EQ,18-Apr-2023,2.6,2.6,2.7,2.5,2.55,2.55,2.59,58403,1.51,116,45089,77.20
DODLA,EQ,18-Apr-2023,476.3,480.45,485.05,474.6,483.15,481.85,479.33,17537,84.06,2682,11698,66.70
DOLATALGO,EQ,18-Apr-2023,47.75,48.5,48.75,47.55,48.45,48.2,48.15,111305,53.59,977,60804,54.63
DOLLAR,EQ,18-Apr-2023,355.15,355.55,360.85,348.4,353.9,352.15,352.96,43619,153.96,2092,26391,60.50
DOLLEX,SM,18-Apr-2023,32.1,32.1,32.1,32.1,32.1,32.1,32.1,4000,1.28,1,4000,100.00
DONEAR,EQ,18-Apr-2023,90.85,91.7,94.7,89.35,89.35,89.95,92.09,271036,249.59,3510,124919,46.09
DPABHUSHAN,EQ,18-Apr-2023,325.75,332.7,334.95,320.05,323.95,322.8,326.41,28966,94.55,690,18923,65.33
DPSCLTD,EQ,18-Apr-2023,10.35,10.45,10.5,10.2,10.25,10.25,10.33,44680,4.62,298,26822,60.03
DPWIRES,EQ,18-Apr-2023,423.25,432.95,434.45,420.0,420.0,420.8,427.78,23473,100.41,1163,14069,59.94
DRCSYSTEMS,EQ,18-Apr-2023,43.55,43.55,44.85,43.25,44.45,43.9,43.83,1402,0.61,55,988,70.47
DREAMFOLKS,EQ,18-Apr-2023,452.05,453.25,473.5,453.25,460.0,459.4,463.36,383488,1776.92,16884,159110,41.49
DREDGECORP,EQ,18-Apr-2023,306.95,308.9,309.25,302.7,305.95,305.5,306.18,24035,73.59,1508,9246,38.47
DRREDDY,EQ,18-Apr-2023,4852.3,4861.4,4918.0,4845.5,4915.0,4912.4,4896.46,359410,17598.35,37286,209153,58.19
DSPBANKETF,EQ,18-Apr-2023,42.12,43.5,43.5,42.15,42.2,42.28,42.28,1661,0.7,141,1276,76.82
DSPN50ETF,EQ,18-Apr-2023,179.34,179.3,179.35,178.75,179.1,179.1,178.94,244,0.44,24,211,86.48
DSPNEWETF,EQ,18-Apr-2023,205.94,205.68,206.13,205.06,205.12,205.56,205.77,784,1.61,79,608,77.55
DSPQ50ETF,EQ,18-Apr-2023,159.56,160.0,161.22,160.0,160.75,160.78,160.85,5125,8.24,97,4393,85.72
DSPSILVETF,EQ,18-Apr-2023,74.71,74.61,74.61,73.4,73.61,73.78,73.92,11862,8.77,53,10448,88.08
DSSL,EQ,18-Apr-2023,364.0,372.95,372.95,357.05,358.2,358.55,363.25,18340,66.62,697,12271,66.91
DTIL,EQ,18-Apr-2023,196.75,196.75,197.9,194.6,197.8,197.1,195.6,2314,4.53,172,1450,62.66
DUCOL,SM,18-Apr-2023,128.6,129.5,130.5,129.5,130.5,130.1,129.88,14400,18.7,9,12800,88.89
DUCON,EQ,18-Apr-2023,7.0,7.15,7.15,6.85,7.0,6.95,6.93,194859,13.51,623,139288,71.48
DUGLOBAL,SM,18-Apr-2023,177.45,186.3,186.3,186.3,186.3,186.3,186.3,1250,2.33,2,1250,100.00
DVL,EQ,18-Apr-2023,227.15,229.4,231.3,221.6,225.0,224.8,226.15,14609,33.04,651,9033,61.83
DWARKESH,EQ,18-Apr-2023,93.35,94.45,95.35,93.0,93.2,93.6,93.97,990020,930.28,8763,256856,25.94
DYCL,EQ,18-Apr-2023,179.45,180.9,188.8,179.0,181.65,180.9,183.43,55967,102.66,2353,30663,54.79
DYNAMATECH,EQ,18-Apr-2023,2878.9,2890.0,2920.0,2850.4,2865.0,2874.1,2887.56,3377,97.51,965,1830,54.19
DYNAMIC,SM,18-Apr-2023,20.0,19.55,19.55,19.1,19.1,19.1,19.33,4000,0.77,2,2000,50.00
DYNPRO,EQ,18-Apr-2023,309.15,304.05,318.3,300.0,302.0,303.5,308.57,67384,207.93,4122,36714,54.48
E2E,EQ,18-Apr-2023,180.4,188.0,190.0,173.0,175.0,174.7,179.88,7046,12.67,422,4709,66.83
EASEMYTRIP,EQ,18-Apr-2023,44.8,44.95,46.45,44.75,45.35,45.05,45.48,5121074,2328.98,12420,1332274,26.02
EASTSILK,BE,18-Apr-2023,1.95,2.0,2.0,1.9,2.0,2.0,1.97,58108,1.15,81,-,-
EBANK,EQ,18-Apr-2023,4357.0,4357.0,4465.92,4225.0,4399.99,4399.99,4262.45,38,1.62,7,38,100.00
EBBETF0425,EQ,18-Apr-2023,1121.74,1120.33,1121.99,1120.33,1121.98,1121.86,1121.62,5751,64.5,73,4995,86.85
EBBETF0430,EQ,18-Apr-2023,1262.77,1269.4,1284.4,1260.04,1263.7,1263.71,1263.05,6512,82.25,169,5198,79.82
EBBETF0431,EQ,18-Apr-2023,1124.21,1125.5,1125.5,1124.5,1125.49,1125.49,1125.14,2237,25.17,40,2084,93.16
EBBETF0433,EQ,18-Apr-2023,1027.02,1025.51,1026.96,1024.16,1024.75,1025.43,1025.41,3083,31.61,64,2683,87.03
ECLERX,EQ,18-Apr-2023,1314.6,1314.25,1315.05,1278.0,1293.0,1288.6,1290.07,67369,869.11,9039,43109,63.99
ECLFINANCE,NJ,18-Apr-2023,967.0,970.0,970.0,970.0,970.0,970.0,970.0,1,0.01,1,1,100.00
ECLFINANCE,NK,18-Apr-2023,990.05,990.0,995.0,990.0,995.0,995.0,992.5,100,0.99,2,50,50.00
ECLFINANCE,NO,18-Apr-2023,995.0,985.0,995.0,976.92,985.0,985.0,980.49,265,2.6,16,215,81.13
ECLFINANCE,NP,18-Apr-2023,1015.0,1034.0,1034.0,1010.0,1015.0,1015.0,1014.04,1098,11.13,27,896,81.60
ECLFINANCE,NQ,18-Apr-2023,1498.8,1496.6,1496.6,1496.6,1496.6,1496.6,1496.6,150,2.24,6,150,100.00
ECLFINANCE,NR,18-Apr-2023,1012.94,1013.0,1015.5,1006.91,1012.88,1012.88,1013.15,860,8.71,35,773,89.88
ECLFINANCE,NS,18-Apr-2023,995.0,990.01,995.0,990.01,995.0,995.0,994.0,5,0.05,2,5,100.00
EDELWEISS,EQ,18-Apr-2023,57.6,57.6,57.95,56.75,57.05,57.1,57.22,550043,314.74,3786,249579,45.37
EDUCOMP,BZ,18-Apr-2023,1.65,1.7,1.7,1.7,1.7,1.7,1.7,1812,0.03,16,-,-
EHFLNCD,N5,18-Apr-2023,978.0,980.0,990.0,980.0,985.0,985.83,983.5,50,0.49,5,50,100.00
EHFLNCD,N6,18-Apr-2023,1020.0,1020.0,1024.2,1020.0,1024.2,1024.2,1022.12,143,1.46,3,143,100.00
EICHERMOT,EQ,18-Apr-2023,3229.0,3228.65,3278.0,3215.85,3263.95,3263.55,3254.03,577513,18792.44,54665,290492,50.30
EIDPARRY,EQ,18-Apr-2023,504.9,505.25,510.7,502.25,504.95,504.2,505.98,132349,669.65,5729,54174,40.93
EIFFL,EQ,18-Apr-2023,153.1,158.0,158.0,150.3,150.45,152.6,153.12,16817,25.75,232,14765,87.80
EIHAHOTELS,EQ,18-Apr-2023,449.75,452.7,456.7,436.6,442.8,442.3,443.47,9083,40.28,823,3820,42.06
EIHOTEL,EQ,18-Apr-2023,173.4,173.45,177.0,171.1,172.05,172.75,174.24,368904,642.79,8030,159543,43.25
EIMCOELECO,EQ,18-Apr-2023,397.95,396.05,413.9,394.25,407.0,405.05,404.2,6645,26.86,364,5061,76.16
EKC,EQ,18-Apr-2023,102.45,102.5,105.3,101.8,103.0,103.35,103.57,833526,863.31,6843,236740,28.40
ELDEHSG,EQ,18-Apr-2023,595.7,594.1,605.0,590.0,605.0,599.45,598.19,807,4.83,85,630,78.07
ELECON,EQ,18-Apr-2023,442.95,445.2,449.0,432.3,436.9,436.25,438.3,194086,850.67,6786,83077,42.80
ELECTCAST,EQ,18-Apr-2023,34.25,34.25,35.5,34.25,34.55,34.7,34.89,1362305,475.35,4298,630158,46.26
ELECTHERM,EQ,18-Apr-2023,62.55,62.55,63.7,62.0,62.0,62.1,62.46,3493,2.18,120,2365,67.71
ELGIEQUIP,EQ,18-Apr-2023,472.85,472.85,483.0,471.25,475.0,475.6,477.79,171734,820.53,8508,50830,29.60
ELGIRUBCO,EQ,18-Apr-2023,35.95,35.25,38.0,35.25,37.0,36.95,37.05,70174,26.0,469,44979,64.10
ELIN,EQ,18-Apr-2023,134.6,134.4,136.9,133.85,135.1,134.7,134.97,66463,89.7,2269,33483,50.38
EMAMILTD,BO,18-Apr-2023,363.35,366.0,372.25,366.0,371.0,371.0,368.7,85841,316.5,101,85841,100.00
EMAMILTD,EQ,18-Apr-2023,363.35,362.45,369.4,360.25,363.0,362.05,365.36,182457,666.62,6184,92034,50.44
EMAMIPAP,EQ,18-Apr-2023,119.7,122.0,122.0,116.1,117.7,118.25,118.74,16798,19.95,371,11757,69.99
EMAMIREAL,EQ,18-Apr-2023,70.65,71.25,71.85,68.8,69.8,69.2,70.1,23324,16.35,384,14838,63.62
EMBASSY,RR,18-Apr-2023,316.91,311.45,324.46,311.45,321.0,322.87,319.18,296155,945.26,8002,212152,71.64
EMIL,EQ,18-Apr-2023,74.8,75.25,75.3,74.5,75.0,74.8,74.92,198185,148.48,3439,137995,69.63
EMKAY,EQ,18-Apr-2023,68.15,68.55,69.2,67.7,69.2,69.0,68.86,16255,11.19,400,12441,76.54
EMMBI,EQ,18-Apr-2023,85.1,84.05,86.0,84.05,84.4,84.65,85.06,3807,3.24,81,2194,57.63
EMUDHRA,EQ,18-Apr-2023,261.05,265.0,275.05,258.45,258.8,260.05,263.93,138722,366.12,7231,53890,38.85
ENDURANCE,EQ,18-Apr-2023,1277.45,1284.0,1284.0,1261.0,1270.0,1270.2,1274.59,57094,727.72,2818,51990,91.06
ENERGYDEV,EQ,18-Apr-2023,17.0,17.4,17.4,16.7,16.8,16.9,17.05,20676,3.52,167,17020,82.32
ENGINERSIN,EQ,18-Apr-2023,74.95,75.35,78.25,75.3,77.65,77.6,77.15,2589761,1998.09,13528,994078,38.38
ENIL,EQ,18-Apr-2023,125.7,126.7,127.95,125.0,127.0,125.95,126.58,4797,6.07,157,3450,71.92
EPL,EQ,18-Apr-2023,163.45,164.2,164.3,161.5,162.15,162.55,162.86,178020,289.92,5103,78744,44.23
EQUIPPP,BE,18-Apr-2023,33.75,35.3,35.4,33.9,35.4,35.4,34.99,7564,2.65,130,-,-
EQUITASBNK,EQ,18-Apr-2023,70.75,71.2,72.0,70.25,71.15,71.15,71.27,5645360,4023.37,16791,1649503,29.22
ERFLNCDI,N5,18-Apr-2023,910.0,910.0,910.0,906.0,910.0,910.0,909.77,556,5.06,17,549,98.74
ERFLNCDI,N6,18-Apr-2023,925.0,925.0,925.0,925.0,925.0,925.0,925.0,300,2.78,1,300,100.00
ERIS,EQ,18-Apr-2023,612.25,612.75,625.0,612.3,614.85,620.7,620.2,51932,322.08,4852,25198,48.52
EROSMEDIA,EQ,18-Apr-2023,25.2,24.6,25.25,24.15,24.65,24.5,24.56,279845,68.72,650,227670,81.36
ESABINDIA,EQ,18-Apr-2023,3357.75,3332.05,3409.95,3332.05,3399.0,3393.25,3393.32,6255,212.25,1628,4105,65.63
ESCORTS,EQ,18-Apr-2023,1983.55,1990.0,2009.0,1967.65,1975.8,1979.3,1988.81,458905,9126.73,27977,168855,36.80
ESSARSHPNG,EQ,18-Apr-2023,8.6,8.8,8.8,8.55,8.65,8.65,8.65,89809,7.77,351,49734,55.38
ESSENTIA,EQ,18-Apr-2023,6.55,6.9,6.9,6.25,6.25,6.5,6.57,131731,8.66,288,75605,57.39
ESTER,EQ,18-Apr-2023,103.0,104.0,104.25,101.5,104.0,103.45,102.9,39897,41.06,959,22668,56.82
ETHOSLTD,EQ,18-Apr-2023,1214.15,1246.9,1246.9,1155.05,1197.0,1201.4,1188.74,214458,2549.34,15296,79991,37.30
EUROBOND,SM,18-Apr-2023,108.0,108.3,108.3,108.3,108.3,108.3,108.3,2000,2.17,1,2000,100.00
EVEREADY,EQ,18-Apr-2023,304.15,304.2,307.55,300.0,300.25,300.9,303.89,48402,147.09,2202,25349,52.37
EVERESTIND,EQ,18-Apr-2023,768.65,762.05,779.15,762.05,772.0,773.45,774.92,7599,58.89,566,4975,65.47
EXCEL,EQ,18-Apr-2023,0.4,0.4,0.45,0.4,0.45,0.45,0.43,2907346,12.5,1268,2574588,88.55
EXCELINDUS,EQ,18-Apr-2023,899.1,900.25,902.05,861.0,865.8,866.65,876.85,15155,132.89,2017,10950,72.25
EXIDEIND,EQ,18-Apr-2023,188.1,188.4,189.9,186.45,186.95,186.9,188.42,1962729,3698.16,18521,902616,45.99
EXPLEOSOL,EQ,18-Apr-2023,1299.3,1314.9,1314.9,1268.5,1280.85,1271.9,1277.4,14381,183.7,1309,9254,64.35
EXXARO,EQ,18-Apr-2023,114.2,114.0,121.3,114.0,119.0,119.15,117.96,148371,175.02,4694,57670,38.87
FACT,EQ,18-Apr-2023,334.1,338.0,351.45,326.15,332.5,330.55,336.54,2530451,8515.89,37642,439284,17.36
FAIRCHEMOR,EQ,18-Apr-2023,1119.2,1133.95,1185.0,1121.3,1155.6,1163.7,1152.16,46765,538.81,6201,21513,46.00
FAZE3Q,EQ,18-Apr-2023,337.5,340.0,363.0,339.25,358.1,355.45,350.27,30499,106.83,1903,18085,59.30
FCL,EQ,18-Apr-2023,246.95,251.0,251.0,243.0,244.5,243.9,245.87,150915,371.06,4387,67753,44.89
FCONSUMER,EQ,18-Apr-2023,0.9,0.95,0.95,0.95,0.95,0.95,0.95,2822946,26.82,547,2822946,100.00
FCSSOFT,EQ,18-Apr-2023,2.15,2.15,2.2,2.1,2.1,2.15,2.14,1044203,22.32,2159,723960,69.33
FDC,EQ,18-Apr-2023,263.75,263.7,266.6,262.0,262.55,263.0,264.15,43695,115.42,3609,22695,51.94
FEDERALBNK,EQ,18-Apr-2023,131.35,131.35,132.65,130.5,131.1,131.65,131.88,8784805,11585.29,68657,3663048,41.70
FIBERWEB,EQ,18-Apr-2023,32.25,33.7,33.7,31.7,31.8,31.95,32.22,49862,16.06,515,24002,48.14
FIDEL,SM,18-Apr-2023,61.2,62.1,62.1,60.5,61.5,61.5,61.37,9000,5.52,3,6000,66.67
FIEMIND,EQ,18-Apr-2023,1590.25,1595.0,1618.65,1590.55,1597.0,1598.7,1604.16,24948,400.2,3503,12805,51.33
FILATEX,EQ,18-Apr-2023,36.7,36.9,37.4,36.0,36.4,36.4,36.61,195828,71.69,1697,136268,69.59
FINCABLES,EQ,18-Apr-2023,862.95,862.8,872.1,852.4,855.0,854.85,864.13,658624,5691.37,27509,308149,46.79
FINEORG,EQ,18-Apr-2023,4495.95,4509.4,4540.0,4457.05,4511.3,4523.55,4509.53,40054,1806.25,9995,21958,54.82
FINOPB,EQ,18-Apr-2023,214.9,215.95,217.4,208.0,208.5,209.75,211.31,65755,138.95,4224,31294,47.59
FINPIPE,EQ,18-Apr-2023,168.55,169.0,170.5,167.25,168.5,168.45,168.46,140570,236.8,3505,55319,39.35
FIVESTAR,EQ,18-Apr-2023,542.75,542.75,550.0,533.0,542.0,542.5,539.84,109973,593.68,4693,80550,73.25
FLEXITUFF,EQ,18-Apr-2023,28.3,27.6,29.6,27.6,28.3,28.45,28.11,11641,3.27,42,11409,98.01
FLFL,BZ,18-Apr-2023,6.55,6.7,6.7,6.25,6.4,6.35,6.44,160196,10.31,297,-,-
FLUOROCHEM,EQ,18-Apr-2023,3221.15,3286.8,3286.8,3168.0,3229.95,3233.9,3227.29,106807,3446.97,13749,45075,42.20
FMGOETZE,EQ,18-Apr-2023,304.65,304.35,305.9,302.3,303.0,303.7,303.84,32932,100.06,900,23593,71.64
FMNL,EQ,18-Apr-2023,5.55,5.75,5.8,5.55,5.8,5.8,5.8,100226,5.81,203,83634,83.45
FOCUS,EQ,18-Apr-2023,605.15,619.5,635.4,609.05,635.4,635.4,627.13,52767,330.92,1733,39916,75.65
FOODSIN,EQ,18-Apr-2023,130.5,130.15,144.55,130.0,140.0,140.0,140.14,673579,943.96,12441,265942,39.48
FORCEMOT,EQ,18-Apr-2023,1265.05,1265.05,1301.0,1259.25,1290.0,1287.25,1282.3,18252,234.05,2811,8258,45.24
FORTIS,EQ,18-Apr-2023,264.9,264.9,272.15,263.4,264.95,264.7,266.79,819800,2187.18,24794,378799,46.21
FOSECOIND,EQ,18-Apr-2023,2409.5,2382.3,2432.0,2354.0,2362.0,2364.2,2378.58,4333,103.06,1439,2580,59.54
FROG,SM,18-Apr-2023,176.85,182.0,187.0,177.0,184.7,184.65,182.54,18400,33.59,37,15200,82.61
FSL,EQ,18-Apr-2023,112.65,112.0,113.8,111.2,112.05,112.05,112.05,1028137,1151.99,5487,569368,55.38
FUSION,EQ,18-Apr-2023,398.25,401.6,412.8,400.0,407.6,409.85,408.22,334752,1366.52,16916,193200,57.71
GABRIEL,EQ,18-Apr-2023,142.35,143.0,145.95,143.0,144.0,143.85,144.26,243907,351.86,5535,99915,40.96
GAEL,EQ,18-Apr-2023,280.7,282.5,287.35,276.1,280.8,279.55,281.12,950947,2673.28,17943,281905,29.64
GAIL,EQ,18-Apr-2023,110.1,109.3,110.6,109.05,109.2,109.5,109.59,9664860,10591.5,38591,6821922,70.58
GAL,EQ,18-Apr-2023,2.6,2.65,2.65,2.5,2.6,2.55,2.56,89131,2.28,120,47106,52.85
GALAXYSURF,EQ,18-Apr-2023,2460.75,2477.0,2489.65,2456.6,2460.0,2461.2,2471.5,8080,199.7,2449,4047,50.09
